content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,tokens,clean_tokens,stemmed_tokens,final_text
"apk gak guna bikin rugi doang download ini gak bisa di gunain , mau pakai apk di bagusin dong get sistemnya percuma beli beli tiket kebuang terus",1,0,1.6.12,2025-06-30 12:02:09,"Halo kak mega wati terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-07-03 13:08:16,"['apk', 'gak', 'guna', 'bikin', 'rugi', 'doang', 'download', 'ini', 'gak', 'bisa', 'di', 'gunain', ',', 'mau', 'pakai', 'apk', 'di', 'bagusin', 'dong', 'get', 'sistemnya', 'percuma', 'beli', 'beli', 'tiket', 'kebuang', 'terus']","['apk', 'bikin', 'rugi', 'doang', 'download', 'gunain', 'pakai', 'apk', 'bagusin', 'get', 'sistemnya', 'beli', 'beli', 'tiket', 'kebuang']","['apk', 'bikin', 'rugi', 'doang', 'download', 'gunain', 'pakai', 'apk', 'bagusin', 'get', 'sistem', 'beli', 'beli', 'tiket', 'buang']",apk bikin rugi doang download gunain pakai apk bagusin get sistem beli beli tiket buang
"rugi bandar sampe 15.000 lebih ga bisa di scan, tolong di perbaikin!",1,0,1.6.12,2025-06-27 11:47:03,"
Halo kak angel aprila terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko

",2025-07-03 13:06:29,"['rugi', 'bandar', 'sampe', '15.000', 'lebih', 'ga', 'bisa', 'di', 'scan', ',', 'tolong', 'di', 'perbaikin', '!']","['rugi', 'bandar', '15.000', 'scan', 'tolong', 'perbaikin', '!']","['rugi', 'bandar', '15 000', 'scan', 'tolong', 'perbaikin', '']",rugi bandar 15 000 scan tolong perbaikin 
"rugi sampe 17.500 gaada yg bisa ke scan pas di terminal, ga danta lu pls benerin lah aplikasinya bukannya mempermudah malah mempersulit sampe setangah jam gua di terminal.",1,1,1.6.12,2025-06-27 11:45:10,"Halo kak Dania Enambere terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko
",2025-07-03 13:05:12,"['rugi', 'sampe', '17.500', 'gaada', 'yg', 'bisa', 'ke', 'scan', 'pas', 'di', 'terminal', ',', 'ga', 'danta', 'lu', 'pls', 'benerin', 'lah', 'aplikasinya', 'bukannya', 'mempermudah', 'malah', 'mempersulit', 'sampe', 'setangah', 'jam', 'gua', 'di', 'terminal', '.']","['rugi', '17.500', 'gaada', 'scan', 'pas', 'terminal', 'danta', 'lu', 'pls', 'benerin', 'aplikasinya', 'mempermudah', 'mempersulit', 'setangah', 'jam', 'gua', 'terminal']","['rugi', '17 500', 'gaada', 'scan', 'pas', 'terminal', 'danta', 'lu', 'pls', 'benerin', 'aplikasi', 'mudah', 'sulit', 'setangah', 'jam', 'gua', 'terminal']",rugi 17 500 gaada scan pas terminal danta lu pls benerin aplikasi mudah sulit setangah jam gua terminal
"layanan cashbacknya bermasalah dari november 2024, tiap ditanya jawaban selalu sedang maintenance. lama juga ya maintenance-nya",2,0,1.6.12,2025-06-26 07:32:09,"Halo kak Asri Retno terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-06-26 13:18:37,"['layanan', 'cashbacknya', 'bermasalah', 'dari', 'november', '2024', ',', 'tiap', 'ditanya', 'jawaban', 'selalu', 'sedang', 'maintenance', '.', 'lama', 'juga', 'ya', 'maintenance-nya']","['layanan', 'cashbacknya', 'bermasalah', 'november', '2024', 'maintenance', 'maintenance-nya']","['layan', 'cashbacknya', 'masalah', 'november', '2024', 'maintenance', 'maintenance-nya']",layan cashbacknya masalah november 2024 maintenance maintenance-nya
lemottt,2,0,1.6.12,2025-06-24 23:24:41,"Halo kak Fadiah Fathaniah terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-06-25 14:16:16,['lemottt'],['lemottt'],['lemottt'],lemottt
"sudah komplain bahwa di beberapa halte tj, reader qr di gate nya settingan nya terbalik yang harus ""scan in"" jadi terbaca ""scan out"", begitupun kadang sebaliknya. sehingga kadang jadi bayar double, karena terbaca menjadi dua trip yang berbeda. sudah komplain customer service tapi jawaban yang dikasih jawaban template.",1,20,1.6.12,2025-06-24 14:07:20,"Halo kak Ardi Suryana terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-06-24 15:07:02,"['sudah', 'komplain', 'bahwa', 'di', 'beberapa', 'halte', 'tj', ',', 'reader', 'qr', 'di', 'gate', 'nya', 'settingan', 'nya', 'terbalik', 'yang', 'harus', '``', 'scan', 'in', ""''"", 'jadi', 'terbaca', '``', 'scan', 'out', ""''"", ',', 'begitupun', 'kadang', 'sebaliknya', '.', 'sehingga', 'kadang', 'jadi', 'bayar', 'double', ',', 'karena', 'terbaca', 'menjadi', 'dua', 'trip', 'yang', 'berbeda', '.', 'sudah', 'komplain', 'customer', 'service', 'tapi', 'jawaban', 'yang', 'dikasih', 'jawaban', 'template', '.']","['komplain', 'halte', 'tj', 'reader', 'qr', 'gate', 'settingan', 'terbalik', '``', 'scan', ""''"", 'terbaca', '``', 'scan', 'out', ""''"", 'kadang', 'kadang', 'bayar', 'double', 'terbaca', 'trip', 'berbeda', 'komplain', 'customer', 'service', 'dikasih', 'template']","['komplain', 'halte', 'tj', 'reader', 'qr', 'gate', 'settingan', 'balik', '', 'scan', '', 'baca', '', 'scan', 'out', '', 'kadang', 'kadang', 'bayar', 'double', 'baca', 'trip', 'beda', 'komplain', 'customer', 'service', 'kasih', 'template']",komplain halte tj reader qr gate settingan balik  scan  baca  scan out  kadang kadang bayar double baca trip beda komplain customer service kasih template
ga bisa di scan terus.. jadi harus nunggu petugas. sedangkan petugas ga selalu ada ditempat,1,0,1.6.12,2025-06-24 11:27:22,"Halo kak Zikri Ramadhan terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-06-24 15:07:24,"['ga', 'bisa', 'di', 'scan', 'terus', '..', 'jadi', 'harus', 'nunggu', 'petugas', '.', 'sedangkan', 'petugas', 'ga', 'selalu', 'ada', 'ditempat']","['scan', '..', 'nunggu', 'petugas', 'petugas', 'ditempat']","['scan', '', 'nunggu', 'tugas', 'tugas', 'tempat']",scan  nunggu tugas tugas tempat
"tolong iya mau pengelola mau di kelola, dah 5 kali saya di tolak. tolong sampai kan jgn karna gratis 0% kami gk bayar supirnya seenaknya nolak buat kesal dah saya cepat datang ke dastok jdi telat karna jak lingko nya nolak terus 😑",1,0,1.6.12,2025-06-20 00:48:57,"Hi Kak Andjelina Situmorang, kami informasikan untuk armada Mikrotrans dikelola sepenuhnya oleh Transjakarta ya kak Sbg informasi, JakLingko Indonesia merupakan sistem integrasi pembayaran transportasi DKI Jakarta yang mengelola Aplikasi Transportasi Terintegrasi untuk memesan tiket naik transportasi umum MRT Jakarta,LRT Jakarta,Transjakarta & KRL",2025-06-03 13:49:47,"['tolong', 'iya', 'mau', 'pengelola', 'mau', 'di', 'kelola', ',', 'dah', '5', 'kali', 'saya', 'di', 'tolak', '.', 'tolong', 'sampai', 'kan', 'jgn', 'karna', 'gratis', '0', '%', 'kami', 'gk', 'bayar', 'supirnya', 'seenaknya', 'nolak', 'buat', 'kesal', 'dah', 'saya', 'cepat', 'datang', 'ke', 'dastok', 'jdi', 'telat', 'karna', 'jak', 'lingko', 'nya', 'nolak', 'terus', '😑']","['tolong', 'iya', 'pengelola', 'kelola', 'dah', '5', 'kali', 'tolak', 'tolong', 'jgn', 'karna', 'gratis', '0', '%', 'bayar', 'supirnya', 'nolak', 'kesal', 'dah', 'cepat', 'dastok', 'jdi', 'telat', 'karna', 'jak', 'lingko', 'nolak', '😑']","['tolong', 'iya', 'kelola', 'kelola', 'dah', '5', 'kali', 'tolak', 'tolong', 'jgn', 'karna', 'gratis', '0', '', 'bayar', 'supirnya', 'nolak', 'kesal', 'dah', 'cepat', 'dastok', 'jdi', 'telat', 'karna', 'jak', 'lingko', 'nolak', '']",tolong iya kelola kelola dah 5 kali tolak tolong jgn karna gratis 0  bayar supirnya nolak kesal dah cepat dastok jdi telat karna jak lingko nolak 
"rute nya sesat petugas jg bilang tanya petugas aja, apk nya suka ngarahin kejauhan beneran sesat rute rekomendasi nya",1,0,,2025-06-17 15:08:39,"Halo kak Diana Rezza terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-06-18 13:48:34,"['rute', 'nya', 'sesat', 'petugas', 'jg', 'bilang', 'tanya', 'petugas', 'aja', ',', 'apk', 'nya', 'suka', 'ngarahin', 'kejauhan', 'beneran', 'sesat', 'rute', 'rekomendasi', 'nya']","['rute', 'sesat', 'petugas', 'jg', 'bilang', 'petugas', 'apk', 'suka', 'ngarahin', 'kejauhan', 'beneran', 'sesat', 'rute', 'rekomendasi']","['rute', 'sesat', 'tugas', 'jg', 'bilang', 'tugas', 'apk', 'suka', 'ngarahin', 'jauh', 'beneran', 'sesat', 'rute', 'rekomendasi']",rute sesat tugas jg bilang tugas apk suka ngarahin jauh beneran sesat rute rekomendasi
mantap jiwa,5,0,1.6.12,2025-06-16 21:20:23,,,"['mantap', 'jiwa']","['mantap', 'jiwa']","['mantap', 'jiwa']",mantap jiwa
"makin kesni makin jelek jaklingko. udah mana nunggunya lama bgt. seringnya hampir 1-2 jam nunggu ga dapet"" mobil. udah. tolong dong ngadunya kemana sih ini. parah.",1,1,1.6.12,2025-06-15 13:40:47,"Hi Kak Ayu Izza Fauziyah, kami informasikan untuk armada Mikrotrans dikelola sepenuhnya oleh Transjakarta ya kak

Sbg informasi, JakLingko Indonesia merupakan sistem integrasi pembayaran transportasi DKI Jakarta yang mengelola Aplikasi Transportasi Terintegrasi untuk memesan tiket naik transportasi umum MRT Jakarta,LRT Jakarta,Transjakarta & KRL",2025-06-18 13:46:53,"['makin', 'kesni', 'makin', 'jelek', 'jaklingko', '.', 'udah', 'mana', 'nunggunya', 'lama', 'bgt', '.', 'seringnya', 'hampir', '1-2', 'jam', 'nunggu', 'ga', 'dapet', ""''"", 'mobil', '.', 'udah', '.', 'tolong', 'dong', 'ngadunya', 'kemana', 'sih', 'ini', '.', 'parah', '.']","['kesni', 'jelek', 'jaklingko', 'nunggunya', '1-2', 'jam', 'nunggu', 'dapet', ""''"", 'mobil', 'tolong', 'ngadunya', 'kemana', 'parah']","['kesni', 'jelek', 'jaklingko', 'nunggunya', '1-2', 'jam', 'nunggu', 'dapet', '', 'mobil', 'tolong', 'ngadunya', 'mana', 'parah']",kesni jelek jaklingko nunggunya 1-2 jam nunggu dapet  mobil tolong ngadunya mana parah
"tadinya aplikasi ini membantu untuk naik krl dan transjakarta jika tidak bawa kartu, namun aplikasi ini mempunyai eror fatal dan cenderung tidak mau diperbaiki. saya hari ini membeli tiket krl dimana aplikasi sudah menyatakan pembayaran berhasil, tapi tiket nya tidak kunjung muncul, yaudah saya beli lagi tiket nya, dan masih belum muncul juga sampai sekarang, sekarang saya melanjutkan perjalanan krl saya dengan menguras uang untuk membeli kartu baru, tapi apa kabar duit yang saya udah keluarkan?",1,0,1.6.12,2025-06-13 23:33:12,"Halo Kak Muhammad Syamil Imtiyaz, terima kasih telah menggunakan Aplikasi JakLingko. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi layanan kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2025-06-17 14:34:04,"['tadinya', 'aplikasi', 'ini', 'membantu', 'untuk', 'naik', 'krl', 'dan', 'transjakarta', 'jika', 'tidak', 'bawa', 'kartu', ',', 'namun', 'aplikasi', 'ini', 'mempunyai', 'eror', 'fatal', 'dan', 'cenderung', 'tidak', 'mau', 'diperbaiki', '.', 'saya', 'hari', 'ini', 'membeli', 'tiket', 'krl', 'dimana', 'aplikasi', 'sudah', 'menyatakan', 'pembayaran', 'berhasil', ',', 'tapi', 'tiket', 'nya', 'tidak', 'kunjung', 'muncul', ',', 'yaudah', 'saya', 'beli', 'lagi', 'tiket', 'nya', ',', 'dan', 'masih', 'belum', 'muncul', 'juga', 'sampai', 'sekarang', ',', 'sekarang', 'saya', 'melanjutkan', 'perjalanan', 'krl', 'saya', 'dengan', 'menguras', 'uang', 'untuk', 'membeli', 'kartu', 'baru', ',', 'tapi', 'apa', 'kabar', 'duit', 'yang', 'saya', 'udah', 'keluarkan', '?']","['aplikasi', 'membantu', 'krl', 'transjakarta', 'bawa', 'kartu', 'aplikasi', 'eror', 'fatal', 'cenderung', 'diperbaiki', 'membeli', 'tiket', 'krl', 'dimana', 'aplikasi', 'pembayaran', 'berhasil', 'tiket', 'kunjung', 'muncul', 'yaudah', 'beli', 'tiket', 'muncul', 'melanjutkan', 'perjalanan', 'krl', 'menguras', 'uang', 'membeli', 'kartu', 'kabar', 'duit', 'keluarkan', '?']","['aplikasi', 'bantu', 'krl', 'transjakarta', 'bawa', 'kartu', 'aplikasi', 'eror', 'fatal', 'cenderung', 'baik', 'beli', 'tiket', 'krl', 'mana', 'aplikasi', 'bayar', 'hasil', 'tiket', 'kunjung', 'muncul', 'yaudah', 'beli', 'tiket', 'muncul', 'lanjut', 'jalan', 'krl', 'uras', 'uang', 'beli', 'kartu', 'kabar', 'duit', 'keluar', '']",aplikasi bantu krl transjakarta bawa kartu aplikasi eror fatal cenderung baik beli tiket krl mana aplikasi bayar hasil tiket kunjung muncul yaudah beli tiket muncul lanjut jalan krl uras uang beli kartu kabar duit keluar 
biasa,5,0,,2025-06-12 17:24:38,,,['biasa'],[],[],
aplikasi lelet suka eror pernah udh bayar tapi ga muncul tiket tingkatin lagi kalo mau bintang 5,3,0,1.6.12,2025-06-11 04:13:11,,,"['aplikasi', 'lelet', 'suka', 'eror', 'pernah', 'udh', 'bayar', 'tapi', 'ga', 'muncul', 'tiket', 'tingkatin', 'lagi', 'kalo', 'mau', 'bintang', '5']","['aplikasi', 'lelet', 'suka', 'eror', 'bayar', 'muncul', 'tiket', 'tingkatin', 'bintang', '5']","['aplikasi', 'lelet', 'suka', 'eror', 'bayar', 'muncul', 'tiket', 'tingkatin', 'bintang', '5']",aplikasi lelet suka eror bayar muncul tiket tingkatin bintang 5
aplikasi lambat. saya sampe bayar 2 kali sangking lelet respon aplikasi nya. nyesel pakai aplikasi ini,1,0,1.6.12,2025-06-10 23:57:12,"Halo kak Ahmad Faisal terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-06-11 13:16:51,"['aplikasi', 'lambat', '.', 'saya', 'sampe', 'bayar', '2', 'kali', 'sangking', 'lelet', 'respon', 'aplikasi', 'nya', '.', 'nyesel', 'pakai', 'aplikasi', 'ini']","['aplikasi', 'lambat', 'bayar', 'kali', 'sangking', 'lelet', 'respon', 'aplikasi', 'nyesel', 'pakai', 'aplikasi']","['aplikasi', 'lambat', 'bayar', 'kali', 'sangking', 'lelet', 'respon', 'aplikasi', 'nyesel', 'pakai', 'aplikasi']",aplikasi lambat bayar kali sangking lelet respon aplikasi nyesel pakai aplikasi
apk gak jelas udh bayar tiketnya gak masuk masuk :-),1,0,1.6.12,2025-06-07 23:06:27,"Halo kak Muhammad Iqbal, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko

",2025-06-08 14:39:15,"['apk', 'gak', 'jelas', 'udh', 'bayar', 'tiketnya', 'gak', 'masuk', 'masuk', ':', '-', ')']","['apk', 'bayar', 'tiketnya', 'masuk', 'masuk', ':', '-', ')']","['apk', 'bayar', 'tiket', 'masuk', 'masuk', '', '-', '']",apk bayar tiket masuk masuk  - 
"hrusnya pke sistemnya gojek (gotransit). kita yang pilih halte mana naik dan turunnya, bru kemudian ditetapkan harganya. saya mau naik 4k dri kejaksaan agung ke cawang malah disuruh naik 13b dri csw 1 yg pdhal ada di csw 2",1,0,1.6.12,2025-06-06 16:04:08,"Halo kak Muhammad Zaidan Sinaga, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko

",2025-06-07 13:53:54,"['hrusnya', 'pke', 'sistemnya', 'gojek', '(', 'gotransit', ')', '.', 'kita', 'yang', 'pilih', 'halte', 'mana', 'naik', 'dan', 'turunnya', ',', 'bru', 'kemudian', 'ditetapkan', 'harganya', '.', 'saya', 'mau', 'naik', '4k', 'dri', 'kejaksaan', 'agung', 'ke', 'cawang', 'malah', 'disuruh', 'naik', '13b', 'dri', 'csw', '1', 'yg', 'pdhal', 'ada', 'di', 'csw', '2']","['hrusnya', 'pke', 'sistemnya', 'gojek', '(', 'gotransit', ')', 'pilih', 'halte', 'turunnya', 'bru', 'ditetapkan', 'harganya', '4k', 'dri', 'kejaksaan', 'agung', 'cawang', 'disuruh', '13b', 'dri', 'csw', 'pdhal', 'csw']","['hrusnya', 'pke', 'sistem', 'gojek', '', 'gotransit', '', 'pilih', 'halte', 'turun', 'bru', 'tetap', 'harga', '4k', 'dri', 'jaksa', 'agung', 'cawang', 'suruh', '13b', 'dri', 'csw', 'pdhal', 'csw']",hrusnya pke sistem gojek  gotransit  pilih halte turun bru tetap harga 4k dri jaksa agung cawang suruh 13b dri csw pdhal csw
"terlalu lemot, ga bisa buat orang yang buru2",1,0,1.6.12,2025-06-04 00:17:29,"Halo kak Qian Cellular, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko",2025-06-04 14:57:23,"['terlalu', 'lemot', ',', 'ga', 'bisa', 'buat', 'orang', 'yang', 'buru2']","['lemot', 'orang', 'buru2']","['lot', 'orang', 'buru2']",lot orang buru2
apk gjls ud bayar barcode g muncul tiket,1,0,1.6.12,2025-06-01 16:45:23,"Halo kak zahraputri Rinanti, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko

",2025-06-02 14:17:13,"['apk', 'gjls', 'ud', 'bayar', 'barcode', 'g', 'muncul', 'tiket']","['apk', 'gjls', 'ud', 'bayar', 'barcode', 'g', 'muncul', 'tiket']","['apk', 'gjls', 'ud', 'bayar', 'barcode', 'g', 'muncul', 'tiket']",apk gjls ud bayar barcode g muncul tiket
"cuma pengen komen aja, baru pertama kali dapet supir yang ngga ramah banget, bawa barang lumayan banyak coba pengen duduk di depan tp responnya ketus suruh duduk di blakang, pas turun juga di sinisin dibilang suruh cepet2 turun, ya sabar atuh pak orang bawa barang jugaa, dan depannya got, supir lainnya biasanya ramah2 poll",4,0,1.6.12,2025-05-31 10:04:27,"Halo kak Safitrianensi Ratna Widiastuti, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @aplikasi.jaklingko

",2025-06-02 14:18:07,"['cuma', 'pengen', 'komen', 'aja', ',', 'baru', 'pertama', 'kali', 'dapet', 'supir', 'yang', 'ngga', 'ramah', 'banget', ',', 'bawa', 'barang', 'lumayan', 'banyak', 'coba', 'pengen', 'duduk', 'di', 'depan', 'tp', 'responnya', 'ketus', 'suruh', 'duduk', 'di', 'blakang', ',', 'pas', 'turun', 'juga', 'di', 'sinisin', 'dibilang', 'suruh', 'cepet2', 'turun', ',', 'ya', 'sabar', 'atuh', 'pak', 'orang', 'bawa', 'barang', 'jugaa', ',', 'dan', 'depannya', 'got', ',', 'supir', 'lainnya', 'biasanya', 'ramah2', 'poll']","['pengen', 'komen', 'kali', 'dapet', 'supir', 'ngga', 'ramah', 'banget', 'bawa', 'barang', 'lumayan', 'coba', 'pengen', 'duduk', 'responnya', 'ketus', 'suruh', 'duduk', 'blakang', 'pas', 'turun', 'sinisin', 'dibilang', 'suruh', 'cepet2', 'turun', 'sabar', 'atuh', 'orang', 'bawa', 'barang', 'jugaa', 'depannya', 'got', 'supir', 'ramah2', 'poll']","['ken', 'komen', 'kali', 'dapet', 'supir', 'ngga', 'ramah', 'banget', 'bawa', 'barang', 'lumayan', 'coba', 'ken', 'duduk', 'responnya', 'ketus', 'suruh', 'duduk', 'blakang', 'pas', 'turun', 'sinisin', 'bilang', 'suruh', 'cepet2', 'turun', 'sabar', 'atuh', 'orang', 'bawa', 'barang', 'jugaa', 'depan', 'got', 'supir', 'ramah2', 'poll']",ken komen kali dapet supir ngga ramah banget bawa barang lumayan coba ken duduk responnya ketus suruh duduk blakang pas turun sinisin bilang suruh cepet2 turun sabar atuh orang bawa barang jugaa depan got supir ramah2 poll
